City,Datetime,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,AQI,AQI_Bucket
Delhi,2022-10-09,183.8,344.8,142.4,141.9,120.2,48.8,0.36,41.7,34.6,349.2,Very Poor
Mumbai,2022-10-09,118.3,5.5,118.0,8.3,74.0,20.7,1.33,39.2,40.7,294.2,Poor
Chennai,2022-10-09,461.6,192.9,189.3,1.0,91.0,18.2,8.39,15.2,147.7,179.8,Moderate
Kolkata,2022-10-09,68.2,304.5,83.4,31.5,20.2,32.8,3.56,1.9,20.8,254.5,Poor
Bangalore,2022-10-09,447.1,490.6,199.7,115.2,200.0,1.0,7.8,62.0,171.3,486.5,Severe
Delhi,2022-10-10,183.8,185.7,139.7,73.6,9.5,13.1,0.1,99.0,87.2,349.2,Very Poor
Mumbai,2022-10-10,433.6,353.5,37.1,91.8,132.0,43.0,6.12,14.4,38.0,304.1,Very Poor
Chennai,2022-10-10,409.8,434.7,28.0,90.0,65.5,35.2,0.19,12.9,6.2,406.3,Severe
Kolkata,2022-10-10,266.5,577.7,168.2,121.7,207.7,3.3,6.15,80.5,129.4,416.5,Severe
Bangalore,2022-10-10,145.8,291.4,104.2,132.2,185.6,31.6,2.11,52.2,157.4,320.0,Very Poor
Delhi,2022-10-11,11.1,486.3,50.8,33.4,243.6,20.2,5.33,51.4,76.0,480.3,Severe
Mumbai,2022-10-11,255.7,416.8,145.2,138.1,10.3,49.0,4.14,94.0,72.0,405.7,Severe
Chennai,2022-10-11,75.9,349.9,62.5,82.5,88.1,39.2,1.92,67.5,57.3,299.9,Poor
Kolkata,2022-10-11,263.6,532.3,189.6,35.0,7.1,19.3,0.92,99.4,104.8,413.6,Severe
Bangalore,2022-10-11,217.8,392.1,67.7,54.1,224.3,42.2,6.04,95.5,191.0,375.3,Very Poor
Delhi,2022-10-12,178.3,557.4,27.4,52.0,145.6,39.0,3.13,42.2,10.4,345.0,Very Poor
Mumbai,2022-10-12,371.2,572.3,194.0,142.5,189.6,49.8,9.58,37.6,129.1,194.7,Moderate
Chennai,2022-10-12,256.2,432.1,134.7,141.3,77.6,4.1,6.39,30.9,35.0,406.2,Severe
Kolkata,2022-10-12,33.5,557.3,192.6,73.2,164.7,1.8,4.72,41.4,181.0,231.5,Poor
Bangalore,2022-10-12,106.0,101.3,157.6,111.6,49.4,0.9,2.11,37.3,109.8,252.2,Poor
Delhi,2022-10-13,127.5,295.1,75.1,100.2,217.5,48.0,6.18,90.4,163.9,306.0,Very Poor
Mumbai,2022-10-13,351.0,50.1,69.7,118.9,235.0,7.6,4.05,13.0,78.3,138.9,Moderate
Chennai,2022-10-13,442.6,401.1,183.4,1.8,160.6,28.8,0.89,45.2,108.0,363.8,Very Poor
Kolkata,2022-10-13,418.0,209.6,161.9,38.5,152.9,2.8,0.12,60.4,177.8,223.3,Poor
Bangalore,2022-10-13,217.6,232.6,51.0,62.5,193.4,27.6,5.94,91.0,67.8,375.1,Very Poor
Delhi,2022-10-14,200.0,353.8,132.4,22.5,23.8,20.6,0.38,58.2,77.3,361.6,Very Poor
Mumbai,2022-10-14,304.2,174.8,100.9,47.6,43.0,22.0,8.12,8.4,44.2,454.2,Severe
Chennai,2022-10-14,373.2,169.2,68.2,143.2,75.2,47.1,6.16,18.2,33.1,163.2,Moderate
Kolkata,2022-10-14,234.9,154.7,66.7,104.3,121.1,20.3,5.87,38.3,197.5,388.4,Very Poor
Bangalore,2022-10-14,412.3,175.1,87.6,106.5,183.5,9.3,7.41,55.0,190.5,255.6,Poor
Delhi,2022-10-15,69.6,596.8,129.6,22.5,120.1,31.8,0.12,69.3,172.0,208.6,Poor
Mumbai,2022-10-15,482.6,75.1,8.1,28.1,21.4,10.0,2.37,27.5,193.2,262.4,Poor
Chennai,2022-10-15,348.6,265.1,62.2,102.3,140.5,2.2,2.21,22.5,100.9,498.6,Severe
Kolkata,2022-10-15,439.2,409.8,90.0,60.2,64.5,18.4,5.69,92.4,83.3,374.7,Very Poor
Bangalore,2022-10-15,23.6,191.8,78.7,109.1,28.9,18.9,3.07,17.5,47.9,161.3,Moderate
Delhi,2022-10-16,370.8,312.6,78.1,62.5,151.6,19.3,1.66,8.9,47.7,262.6,Poor
Mumbai,2022-10-16,435.8,23.1,178.2,78.3,93.4,20.0,2.48,98.6,17.5,106.8,Moderate
Chennai,2022-10-16,416.4,386.7,88.1,99.4,214.5,24.9,4.57,87.2,71.6,345.7,Very Poor
Kolkata,2022-10-16,263.4,71.3,126.0,106.1,134.5,32.6,0.38,19.0,133.5,413.4,Severe
Bangalore,2022-10-16,153.0,503.2,53.4,119.0,11.6,37.5,9.65,14.6,68.6,325.6,Very Poor
Delhi,2022-10-17,170.9,43.2,41.7,29.9,166.4,42.3,9.57,8.2,23.5,339.3,Very Poor
Mumbai,2022-10-17,218.5,55.3,135.5,122.7,245.0,21.4,5.31,35.0,184.5,375.8,Very Poor
Chennai,2022-10-17,282.6,330.0,99.8,102.8,171.5,5.0,3.61,4.8,141.3,432.6,Severe
Kolkata,2022-10-17,92.1,69.3,35.0,28.6,115.0,33.2,8.21,82.6,39.3,204.8,Poor
Bangalore,2022-10-17,295.6,203.2,153.1,16.4,78.9,5.6,2.61,100.0,127.4,445.6,Severe
Delhi,2022-10-18,361.8,127.9,174.3,118.1,152.1,15.7,1.5,51.8,51.1,138.1,Moderate
Mumbai,2022-10-18,148.0,571.2,1.3,10.4,1.2,23.4,4.86,18.7,27.1,321.7,Very Poor
Chennai,2022-10-18,480.2,170.9,171.4,39.4,75.3,38.1,2.63,59.5,134.6,150.6,Moderate
Kolkata,2022-10-18,25.3,399.2,50.4,122.6,248.1,5.7,0.49,62.2,107.7,361.4,Very Poor
Bangalore,2022-10-18,138.7,351.0,62.6,14.9,125.3,33.8,8.18,35.9,54.8,314.6,Very Poor
Delhi,2022-10-19,310.6,443.4,102.8,46.2,236.3,4.3,9.47,95.1,69.0,460.6,Severe
Mumbai,2022-10-19,212.2,276.8,148.2,94.1,29.6,5.4,4.63,59.2,44.9,371.0,Very Poor
Chennai,2022-10-19,296.6,85.8,170.8,109.0,209.4,15.6,7.22,87.7,17.6,446.6,Severe
Kolkata,2022-10-19,300.7,431.8,157.0,25.8,230.4,49.5,7.06,24.2,86.1,450.7,Severe
Bangalore,2022-10-19,249.4,266.5,8.9,94.8,199.2,32.0,0.71,21.7,76.0,399.5,Very Poor
Delhi,2022-10-20,61.8,42.1,29.6,146.7,15.7,32.1,8.49,33.6,150.2,181.1,Moderate
Mumbai,2022-10-20,129.0,374.2,94.8,100.5,88.3,27.2,6.89,82.0,23.8,330.1,Very Poor
Chennai,2022-10-20,494.5,43.7,159.5,89.8,6.7,1.2,4.1,40.8,37.5,126.1,Moderate
Kolkata,2022-10-20,152.4,434.7,74.9,147.4,1.6,18.6,2.66,14.8,145.0,406.3,Severe
Bangalore,2022-10-20,391.7,492.6,121.9,109.0,138.0,14.2,4.43,56.1,152.5,489.4,Severe
Delhi,2022-10-21,350.8,472.8,3.5,98.5,127.0,37.4,9.19,45.9,148.9,461.0,Severe
Mumbai,2022-10-21,94.6,329.6,26.4,100.7,6.6,45.3,7.13,49.1,7.2,279.6,Poor
Chennai,2022-10-21,75.3,116.1,130.0,13.9,226.6,4.9,3.55,21.2,77.1,149.8,Moderate
Kolkata,2022-10-21,457.3,348.8,142.2,30.8,204.6,47.8,5.36,83.6,127.1,298.8,Poor
Bangalore,2022-10-21,83.9,488.6,107.0,97.9,17.9,14.7,0.03,17.0,172.8,483.6,Severe
Delhi,2022-10-22,172.0,256.1,103.1,2.9,186.8,35.3,9.21,98.7,55.6,340.1,Very Poor
Mumbai,2022-10-22,80.2,450.9,121.3,48.9,190.4,10.2,7.76,91.1,194.9,429.6,Severe
Chennai,2022-10-22,385.7,439.2,172.5,77.4,128.0,12.0,9.63,61.3,16.7,412.8,Severe
Kolkata,2022-10-22,371.1,227.4,90.0,68.6,203.7,9.7,6.14,70.0,145.8,185.0,Moderate
Bangalore,2022-10-22,485.5,174.9,169.8,56.3,89.0,30.6,4.85,83.3,115.3,150.1,Moderate
Delhi,2022-10-23,165.2,502.2,76.0,124.0,54.4,10.3,1.11,74.5,120.7,334.9,Very Poor
Mumbai,2022-10-23,320.8,200.6,61.7,110.7,166.2,7.9,3.56,97.7,25.0,470.8,Severe
Chennai,2022-10-23,445.5,97.3,23.1,87.0,171.5,15.3,6.43,86.8,50.4,155.3,Moderate
Kolkata,2022-10-23,363.2,194.1,195.2,70.4,182.5,1.8,7.39,42.0,33.7,167.3,Moderate
Bangalore,2022-10-23,343.3,448.7,197.7,33.2,32.7,12.6,5.32,76.1,183.4,493.3,Severe
Delhi,2022-10-24,350.3,177.9,199.6,55.3,226.4,21.5,2.81,99.1,181.5,232.7,Poor
Mumbai,2022-10-24,137.1,239.9,137.3,30.7,217.8,23.1,0.86,92.0,51.0,313.4,Very Poor
Chennai,2022-10-24,111.5,548.3,34.9,30.2,169.6,37.8,6.94,28.8,3.2,271.0,Poor
Kolkata,2022-10-24,314.9,538.9,18.8,64.5,12.5,29.9,3.39,2.6,122.3,464.9,Severe
Bangalore,2022-10-24,392.8,58.1,6.7,109.3,135.4,49.4,4.88,66.6,35.3,135.8,Moderate
Delhi,2022-10-25,448.2,310.0,33.2,103.7,169.5,5.6,3.68,19.8,64.3,260.0,Poor
Mumbai,2022-10-25,460.0,11.0,86.3,99.0,168.2,11.1,9.82,31.1,158.0,197.7,Moderate
Chennai,2022-10-25,53.9,257.9,17.1,143.7,201.6,23.8,7.91,29.2,26.0,207.9,Poor
Kolkata,2022-10-25,156.2,581.2,170.7,36.6,155.2,33.1,7.72,71.8,142.8,328.0,Very Poor
Bangalore,2022-10-25,485.2,574.1,62.7,60.4,226.3,2.2,5.78,10.9,64.4,147.1,Moderate
Delhi,2022-10-26,439.9,524.5,90.6,58.7,160.5,20.1,0.79,25.4,32.1,73.2,Satisfactory
Mumbai,2022-10-26,219.7,149.9,186.0,148.5,244.5,16.5,8.27,18.4,162.7,376.7,Very Poor
Chennai,2022-10-26,275.0,365.5,54.4,1.2,210.5,32.1,8.17,34.0,64.8,425.0,Severe
Kolkata,2022-10-26,296.8,542.7,2.4,110.8,203.4,43.4,7.47,16.1,155.2,446.8,Severe
Bangalore,2022-10-26,134.7,141.9,59.8,69.3,112.7,2.3,7.11,77.5,35.9,311.5,Very Poor
Delhi,2022-10-27,385.6,81.8,189.2,24.0,190.2,30.9,1.11,18.8,161.7,190.7,Moderate
Mumbai,2022-10-27,290.2,209.4,81.5,112.2,7.7,41.9,8.26,64.5,51.9,440.2,Severe
Chennai,2022-10-27,223.2,107.8,147.2,41.8,73.5,29.8,9.97,9.1,21.1,379.4,Very Poor
Kolkata,2022-10-27,450.9,471.2,87.9,7.9,233.5,39.2,6.44,92.2,95.2,458.7,Severe
Bangalore,2022-10-27,328.2,599.9,136.7,9.6,102.7,32.4,7.06,67.9,18.9,478.2,Severe
Delhi,2022-10-28,32.1,486.6,104.4,135.0,198.6,10.4,7.74,91.3,132.2,480.8,Severe
Mumbai,2022-10-28,233.7,223.5,145.1,71.1,25.4,17.6,3.91,69.8,60.1,387.5,Very Poor
Chennai,2022-10-28,155.1,471.1,45.0,22.0,49.5,49.9,1.35,53.9,185.3,458.5,Severe
Kolkata,2022-10-28,45.9,387.7,31.6,91.9,218.7,19.6,8.24,62.5,155.7,347.0,Very Poor
Bangalore,2022-10-28,393.6,488.7,33.2,99.9,197.8,9.9,6.91,32.4,143.8,483.8,Severe
Delhi,2022-10-29,267.6,37.4,45.7,123.5,131.4,38.7,3.62,52.8,61.6,417.6,Severe
Mumbai,2022-10-29,122.1,269.6,72.3,85.0,159.0,29.1,8.12,29.5,50.5,301.8,Very Poor
Chennai,2022-10-29,324.8,595.2,131.3,58.3,161.9,47.9,5.64,72.3,124.7,474.8,Severe
Kolkata,2022-10-29,312.5,265.4,24.2,81.2,95.4,13.9,4.74,92.5,2.7,462.5,Severe
Bangalore,2022-10-29,84.1,190.1,18.6,149.2,237.7,38.1,3.36,28.4,68.0,179.9,Moderate
Delhi,2022-10-30,113.6,242.4,107.4,72.2,205.5,42.6,4.18,73.9,156.0,278.2,Poor
Mumbai,2022-10-30,266.5,536.0,8.2,47.6,169.7,23.0,1.84,64.2,118.4,416.5,Severe
Chennai,2022-10-30,140.7,589.1,163.5,29.0,108.9,49.9,6.65,11.5,198.6,316.1,Very Poor
Kolkata,2022-10-30,115.8,514.8,184.9,24.1,26.4,37.3,2.44,79.4,60.5,285.7,Poor
Bangalore,2022-10-30,45.1,297.8,188.2,22.6,249.9,39.9,6.42,52.6,18.8,247.8,Poor
Delhi,2022-10-31,254.4,143.3,21.8,103.7,190.7,49.0,8.89,96.2,8.6,404.4,Severe
Mumbai,2022-10-31,367.2,390.0,32.6,48.0,98.8,48.6,4.95,40.9,154.0,349.9,Very Poor
Chennai,2022-10-31,277.8,422.0,189.5,86.8,178.7,40.9,3.5,56.8,111.6,427.8,Severe
Kolkata,2022-10-31,434.4,120.6,107.5,45.1,162.9,41.4,6.12,23.3,174.7,215.5,Poor
Bangalore,2022-10-31,22.9,506.0,162.9,0.9,58.7,3.7,1.76,79.2,141.4,160.7,Moderate
Delhi,2022-11-01,267.3,372.9,73.6,133.9,67.6,38.3,0.12,89.8,71.8,417.3,Severe
Mumbai,2022-11-01,127.5,112.4,179.7,99.5,46.5,6.8,5.39,92.9,77.1,306.0,Very Poor
Chennai,2022-11-01,478.3,111.0,120.7,62.8,187.9,7.5,3.39,19.4,193.4,262.9,Poor
Kolkata,2022-11-01,417.9,347.9,116.0,43.4,20.0,27.3,2.47,63.9,9.9,297.9,Poor
Bangalore,2022-11-01,384.6,182.5,110.1,51.9,186.7,42.5,8.95,6.9,155.7,186.8,Moderate
Delhi,2022-11-02,373.1,31.9,34.4,39.9,152.0,0.9,8.17,48.6,34.5,177.1,Moderate
Mumbai,2022-11-02,422.8,89.7,9.5,14.7,88.3,43.1,3.05,87.9,58.3,112.9,Moderate
Chennai,2022-11-02,10.0,592.6,52.1,72.1,184.1,12.2,8.6,14.5,60.5,182.5,Moderate
Kolkata,2022-11-02,416.1,167.3,15.0,101.4,92.2,25.4,0.64,70.7,153.5,178.6,Moderate
Bangalore,2022-11-02,253.4,480.5,44.7,30.9,198.7,46.5,0.57,71.3,8.9,472.0,Severe
Delhi,2022-11-03,399.4,233.8,130.9,125.7,181.2,8.3,4.94,91.2,198.9,276.9,Poor
Mumbai,2022-11-03,19.9,504.0,29.5,114.5,152.5,11.6,9.31,8.1,8.8,191.4,Moderate
Chennai,2022-11-03,137.5,44.6,132.9,148.5,153.0,38.7,8.33,15.0,87.9,313.7,Very Poor
Kolkata,2022-11-03,499.7,247.1,159.1,50.2,247.7,38.4,6.33,24.1,147.9,198.1,Moderate
Bangalore,2022-11-03,236.5,586.2,182.5,121.2,107.6,40.3,7.39,67.7,92.0,389.6,Very Poor
Delhi,2022-11-04,72.3,79.6,11.4,12.6,192.0,32.8,7.92,10.1,174.6,215.2,Poor
Mumbai,2022-11-04,3.9,209.6,36.4,43.8,178.7,37.5,8.2,52.3,80.1,177.4,Moderate
Chennai,2022-11-04,46.7,514.7,187.4,73.6,187.0,32.2,6.05,94.6,66.0,150.5,Moderate
Kolkata,2022-11-04,109.5,246.7,195.1,50.9,80.6,5.3,5.18,29.4,133.3,264.2,Poor
Bangalore,2022-11-04,110.2,37.6,23.1,91.0,24.7,49.4,7.66,2.0,71.0,266.5,Poor
Delhi,2022-11-05,81.9,293.2,136.8,45.3,46.0,6.0,0.49,96.0,127.8,243.2,Poor
Mumbai,2022-11-05,45.4,541.7,108.4,13.3,122.0,47.6,4.02,79.9,95.6,125.1,Moderate
Chennai,2022-11-05,246.6,367.2,0.5,68.6,102.9,45.9,0.46,6.9,41.9,397.4,Very Poor
Kolkata,2022-11-05,399.1,31.5,97.3,136.2,106.4,4.8,1.39,30.5,31.7,156.2,Moderate
Bangalore,2022-11-05,60.0,499.5,93.9,120.8,38.3,37.1,8.08,61.9,76.3,499.3,Severe
Delhi,2022-11-06,335.8,371.4,48.1,100.8,227.5,21.3,7.2,86.2,134.2,485.8,Severe
Mumbai,2022-11-06,235.3,437.1,112.7,127.1,94.2,12.3,0.8,88.1,122.4,409.8,Severe
Chennai,2022-11-06,265.5,250.0,5.1,82.9,127.1,24.5,3.15,86.9,132.1,415.5,Severe
Kolkata,2022-11-06,459.6,73.3,101.9,135.7,95.1,7.0,5.97,61.7,30.8,155.7,Moderate
Bangalore,2022-11-06,98.9,591.9,170.3,101.9,245.2,19.5,9.92,96.8,98.6,228.0,Poor
Delhi,2022-11-07,132.1,15.4,0.1,94.2,41.6,45.0,1.05,98.9,122.3,309.5,Very Poor
Mumbai,2022-11-07,445.1,322.1,92.8,133.4,83.1,26.5,7.18,81.0,121.3,272.1,Poor
Chennai,2022-11-07,476.2,451.4,94.6,51.8,206.1,37.5,5.11,44.8,96.3,430.3,Severe
Kolkata,2022-11-07,497.7,543.7,163.5,5.2,6.8,33.0,2.14,23.3,29.4,101.5,Moderate
Bangalore,2022-11-07,164.7,35.7,162.8,23.4,42.0,28.3,2.65,42.7,124.7,334.5,Very Poor
Delhi,2022-11-08,379.3,166.6,71.4,100.8,12.4,1.7,9.53,86.0,62.2,194.1,Moderate
Mumbai,2022-11-08,374.8,577.6,128.4,12.5,163.1,18.9,0.18,75.1,103.7,105.0,Moderate
Chennai,2022-11-08,118.4,121.9,155.7,131.1,148.8,12.6,6.39,10.8,38.5,294.5,Poor
Kolkata,2022-11-08,114.5,581.8,19.3,46.2,18.0,42.2,6.03,11.4,62.1,281.2,Poor
Bangalore,2022-11-08,12.8,522.1,15.1,37.0,235.5,45.1,1.17,58.7,177.6,222.8,Poor
Delhi,2022-11-09,200.9,210.0,37.2,131.9,246.3,29.1,0.76,73.8,26.9,362.3,Very Poor
Mumbai,2022-11-09,85.9,159.3,32.7,46.1,155.4,39.8,0.43,2.7,167.6,199.4,Moderate
Chennai,2022-11-09,161.6,256.1,156.4,25.8,8.0,0.8,0.9,48.5,57.4,332.2,Very Poor
Kolkata,2022-11-09,46.9,377.3,64.7,34.6,228.4,33.4,6.91,58.1,141.1,334.0,Very Poor
Bangalore,2022-11-09,4.9,34.4,86.4,82.6,241.1,13.9,3.06,27.1,170.9,205.8,Poor
Delhi,2022-11-10,398.5,19.2,194.7,106.3,1.7,42.5,0.52,52.1,162.1,191.3,Moderate
Mumbai,2022-11-10,117.3,386.7,107.0,9.4,205.7,15.2,9.85,83.0,95.0,345.7,Very Poor
Chennai,2022-11-10,459.4,306.5,25.1,112.9,152.7,38.8,7.73,28.0,30.4,256.5,Poor
Kolkata,2022-11-10,294.1,311.9,155.5,139.2,182.2,40.4,3.34,85.4,13.2,444.1,Severe
Bangalore,2022-11-10,149.0,333.5,95.8,35.4,77.2,20.4,7.21,97.0,105.9,322.5,Very Poor
Delhi,2022-11-11,129.2,21.6,9.7,65.7,43.5,25.2,7.03,95.9,195.8,307.3,Very Poor
Mumbai,2022-11-11,356.6,45.3,143.1,31.3,106.1,41.8,8.0,92.4,147.9,174.9,Moderate
Chennai,2022-11-11,214.1,65.7,48.4,56.1,246.3,3.9,1.96,94.8,180.7,372.4,Very Poor
Kolkata,2022-11-11,173.7,290.9,159.2,148.4,37.1,8.3,4.28,48.6,154.7,341.4,Very Poor
Bangalore,2022-11-11,384.4,584.8,170.6,107.0,245.3,8.7,0.98,71.8,198.0,274.6,Poor
Delhi,2022-11-12,413.3,550.0,48.4,5.9,179.0,44.1,6.68,9.2,131.6,158.4,Moderate
Mumbai,2022-11-12,333.5,8.2,110.6,133.5,28.5,31.2,1.93,98.2,170.9,483.5,Severe
Chennai,2022-11-12,234.4,61.2,53.7,120.1,94.1,20.7,9.17,97.6,167.0,388.0,Very Poor
Kolkata,2022-11-12,424.7,348.0,51.4,125.6,181.3,40.6,9.71,84.5,108.4,298.0,Poor
Bangalore,2022-11-12,35.5,38.2,171.8,149.8,143.7,14.7,1.71,53.4,39.4,169.8,Moderate
Delhi,2022-11-13,370.6,171.5,157.8,47.4,146.5,3.0,1.03,47.7,75.6,147.8,Moderate
Mumbai,2022-11-13,479.9,27.8,26.9,138.3,92.1,35.9,1.16,88.5,74.2,158.3,Moderate
Chennai,2022-11-13,480.6,565.9,75.8,19.1,192.7,6.2,8.82,91.4,160.2,188.5,Moderate
Kolkata,2022-11-13,441.3,406.8,38.4,27.9,158.6,0.1,3.8,64.6,164.5,370.9,Very Poor
Bangalore,2022-11-13,249.1,310.8,117.8,139.5,192.2,25.2,8.1,16.6,44.4,399.3,Very Poor
Delhi,2022-11-14,343.6,159.8,82.3,98.2,18.6,46.0,9.83,40.9,135.6,493.6,Severe
Mumbai,2022-11-14,66.9,218.5,163.4,108.8,198.4,4.7,1.75,24.2,68.3,179.1,Moderate
Chennai,2022-11-14,339.9,377.2,196.7,81.1,180.9,37.3,3.95,58.5,58.9,489.9,Severe
Kolkata,2022-11-14,208.4,466.4,117.4,106.9,127.8,23.2,9.94,78.0,180.4,451.8,Severe
Bangalore,2022-11-14,211.4,144.9,79.5,21.6,28.7,45.6,1.64,3.1,121.9,370.4,Very Poor
Delhi,2022-11-15,64.2,528.2,92.8,77.6,72.0,11.6,4.89,45.4,24.2,136.0,Moderate
Mumbai,2022-11-15,487.3,390.2,186.8,76.8,143.4,9.8,2.38,93.9,22.5,350.1,Very Poor
Chennai,2022-11-15,144.3,412.2,4.9,124.6,11.2,8.4,5.58,16.2,79.5,377.7,Very Poor
Kolkata,2022-11-15,310.5,148.8,22.5,13.8,120.3,8.6,7.05,3.7,99.0,460.5,Severe
Bangalore,2022-11-15,204.2,208.6,110.6,41.2,65.7,1.0,5.41,88.1,152.5,364.9,Very Poor
Delhi,2022-11-16,136.9,263.9,88.8,70.2,248.8,32.5,6.74,69.4,73.7,313.2,Very Poor
Mumbai,2022-11-16,222.4,196.8,91.9,108.0,238.7,43.6,1.5,89.8,88.9,378.8,Very Poor
Chennai,2022-11-16,481.9,61.0,111.3,126.6,58.0,17.4,5.76,1.8,114.5,146.9,Moderate
Kolkata,2022-11-16,114.3,527.7,180.3,4.3,99.3,39.1,3.15,53.7,29.8,280.5,Poor
Bangalore,2022-11-16,214.1,424.5,94.9,28.0,98.7,22.1,3.35,90.7,193.8,393.1,Very Poor
Delhi,2022-11-17,455.8,589.6,127.8,58.9,104.4,48.2,7.64,96.2,171.6,207.6,Poor
Mumbai,2022-11-17,23.7,229.7,178.5,71.2,61.9,26.5,8.23,7.0,129.1,186.5,Moderate
Chennai,2022-11-17,292.7,475.5,195.1,89.6,26.6,9.8,7.34,4.1,26.1,464.8,Severe
Kolkata,2022-11-17,323.4,130.9,182.4,55.8,94.3,27.9,2.66,92.6,52.1,473.4,Severe
Bangalore,2022-11-17,327.0,217.5,160.9,12.9,34.8,30.5,6.49,97.4,60.2,477.0,Severe
Delhi,2022-11-18,359.5,89.3,96.2,95.4,126.3,8.3,9.14,86.3,76.9,189.2,Moderate
Mumbai,2022-11-18,368.3,308.6,58.7,131.4,60.8,7.0,4.97,79.5,18.2,258.6,Poor
Chennai,2022-11-18,360.0,485.8,190.1,114.2,120.7,5.0,2.3,21.4,72.2,479.6,Severe
Kolkata,2022-11-18,187.3,39.8,63.8,148.5,0.3,49.9,1.01,55.6,178.0,351.9,Very Poor
Bangalore,2022-11-18,386.8,252.0,27.8,92.5,163.0,28.2,6.53,20.8,124.1,202.0,Poor
Delhi,2022-11-19,148.0,309.4,126.5,105.5,95.9,29.0,1.74,56.5,126.4,321.7,Very Poor
Mumbai,2022-11-19,468.1,161.8,128.2,128.9,79.4,43.1,3.09,56.2,139.5,157.9,Moderate
Chennai,2022-11-19,372.2,332.4,79.4,109.6,188.9,1.4,9.8,5.7,88.0,282.4,Poor
Kolkata,2022-11-19,475.6,238.6,22.5,89.8,123.6,30.9,3.26,44.8,16.7,192.4,Moderate
Bangalore,2022-11-19,47.3,120.0,24.3,29.4,29.9,43.1,2.07,9.8,162.8,192.3,Moderate
Delhi,2022-11-20,19.6,185.9,55.2,24.8,132.2,5.2,2.83,8.9,51.9,157.4,Moderate
Mumbai,2022-11-20,448.7,422.7,182.0,102.2,123.7,23.2,2.64,82.7,178.9,390.9,Very Poor
Chennai,2022-11-20,344.7,436.4,171.3,135.7,49.3,25.3,5.67,96.3,110.3,494.7,Severe
Kolkata,2022-11-20,437.9,315.1,43.8,49.3,36.6,39.4,2.69,68.3,103.5,265.1,Poor
Bangalore,2022-11-20,448.6,240.9,53.6,49.3,206.0,23.4,5.73,63.8,194.3,265.2,Poor
Delhi,2022-11-21,484.0,198.4,121.9,48.5,229.0,34.2,8.51,24.4,67.8,181.3,Moderate
Mumbai,2022-11-21,247.9,263.2,57.0,64.2,165.3,24.3,3.99,69.9,85.1,398.4,Very Poor
Chennai,2022-11-21,440.6,511.3,115.4,80.0,76.2,38.5,5.75,49.2,25.4,146.7,Moderate
Kolkata,2022-11-21,11.0,93.3,53.4,34.4,147.3,12.3,7.02,99.6,164.8,195.3,Moderate
Bangalore,2022-11-21,265.5,46.2,13.7,66.4,60.8,7.0,4.82,17.6,7.8,415.5,Severe
Delhi,2022-11-22,305.6,507.3,79.8,33.9,21.3,45.2,8.35,77.2,27.6,455.6,Severe
Mumbai,2022-11-22,470.3,110.7,139.6,33.4,56.5,14.8,3.77,23.3,96.0,121.9,Moderate
Chennai,2022-11-22,184.7,358.0,149.5,140.0,169.0,6.9,3.17,12.1,75.7,349.9,Very Poor
Kolkata,2022-11-22,118.0,29.4,57.3,56.1,174.3,39.2,1.1,20.3,177.0,293.2,Poor
Bangalore,2022-11-22,470.1,300.7,94.1,110.6,218.6,2.7,5.61,48.2,28.1,250.7,Poor
Delhi,2022-11-23,65.5,585.1,101.5,141.3,89.9,33.6,2.09,59.0,153.9,179.2,Moderate
Mumbai,2022-11-23,223.9,378.3,67.3,110.0,224.8,12.7,0.06,2.2,142.6,380.0,Very Poor
Chennai,2022-11-23,14.0,265.9,81.3,82.7,120.3,20.9,8.67,54.8,191.7,258.6,Poor
Kolkata,2022-11-23,20.2,96.6,104.9,97.7,169.1,18.0,3.99,93.2,166.1,197.2,Moderate
Bangalore,2022-11-23,490.7,283.5,140.9,43.6,81.2,20.8,8.47,26.5,97.4,233.5,Poor
Delhi,2022-11-24,100.6,222.6,32.6,22.0,203.3,17.7,9.95,28.8,28.5,233.8,Poor
Mumbai,2022-11-24,463.0,556.2,158.7,10.6,33.4,8.6,1.7,36.1,21.9,83.7,Satisfactory
Chennai,2022-11-24,482.9,578.6,2.1,41.6,70.1,7.5,4.73,65.9,29.2,134.0,Moderate
Kolkata,2022-11-24,89.5,406.5,122.1,130.2,90.0,43.1,9.26,5.2,121.4,370.6,Very Poor
Bangalore,2022-11-24,238.3,422.4,197.4,114.4,212.6,18.2,1.33,13.5,42.3,391.0,Very Poor
Delhi,2022-11-25,340.1,342.2,20.2,114.4,83.6,47.1,1.25,85.1,119.6,490.1,Severe
Mumbai,2022-11-25,33.5,149.0,64.2,130.7,79.3,9.8,7.0,71.3,164.1,194.2,Moderate
Chennai,2022-11-25,498.1,161.8,63.2,100.7,217.9,6.4,2.75,22.8,196.3,270.3,Poor
Kolkata,2022-11-25,387.4,527.9,92.1,68.6,126.0,21.3,8.44,82.8,164.2,194.4,Moderate
Bangalore,2022-11-25,307.6,239.1,72.2,11.3,195.3,33.6,4.57,13.7,114.0,457.6,Severe
Delhi,2022-11-26,209.1,49.3,8.0,132.0,75.1,45.4,1.22,26.7,38.2,368.6,Very Poor
Mumbai,2022-11-26,81.1,465.7,6.2,44.5,61.3,0.3,7.73,19.0,108.8,450.8,Severe
